timestamp,zone_id,zone,energy_kwh,temperature_c,efficiency_pct,co2_kg,cost_usd,production_units,status
2025-11-12 21:05:22,powertrain,Powertrain Assembly,580.81,33.83,87.34,135.33,69.7,973,green
2025-11-12 21:05:22,logistics,Logistics,304.03,19.97,93.98,70.84,36.48,1047,green
2025-11-12 21:05:22,stamping,Stamping Shop,525.57,61.86,91.43,122.46,63.07,1019,amber
2025-11-12 21:05:22,assembly,General Assembly,760.49,23.41,83.8,177.19,91.26,934,green
2025-11-12 21:05:22,body_shop,Body Shop (BIW),888.24,51.44,87.82,206.96,106.59,979,green
2025-11-12 22:05:22,paint,Paint Shop,1279.19,201.72,82.87,298.05,153.5,966,green
2025-11-12 22:05:22,quality,Quality Control,363.98,23.19,92.14,84.81,43.68,1074,green
2025-11-12 22:05:22,logistics,Logistics,304.19,20.38,90.42,70.88,36.5,1054,green
2025-11-12 22:05:22,assembly,General Assembly,773.78,26.01,84.61,180.29,92.85,987,green
2025-11-12 22:05:22,stamping,Stamping Shop,482.2,66.61,90.33,112.35,57.86,1053,green
2025-11-12 22:05:22,powertrain,Powertrain Assembly,594.22,34.93,89.05,138.45,71.31,1038,green
2025-11-12 22:05:22,body_shop,Body Shop (BIW),985.67,55.74,63.48534966706413,229.66,118.28,1013,red
2025-11-12 23:05:22,powertrain,Powertrain Assembly,690.79,35.83,85.85,160.95,82.9,1040,red
2025-11-12 23:05:22,paint,Paint Shop,1424.21,195.58,85.36,331.84,170.91,1034,amber
2025-11-12 23:05:22,assembly,General Assembly,840.07,24.71,86.96,195.74,100.81,1054,amber
2025-11-12 23:05:22,logistics,Logistics,341.78,20.16,93.68,79.63,41.01,1135,amber
2025-11-12 23:05:22,body_shop,Body Shop (BIW),935.47,51.72,72.78267471127866,217.96,112.26,1092,amber
2025-11-12 23:05:22,stamping,Stamping Shop,580.69,63.86,93.01,135.3,69.68,1127,red
2025-11-12 23:05:22,quality,Quality Control,415.36,21.74,90.67,96.78,49.84,1099,red
2025-11-13 00:05:22,assembly,General Assembly,872.85,26.0,85.12,203.38,104.74,1063,red
2025-11-13 00:05:22,quality,Quality Control,379.49,23.34,93.17,88.42,45.54,1164,amber
2025-11-13 00:05:22,stamping,Stamping Shop,572.84,69.19,89.82,133.47,68.74,1122,red
2025-11-13 00:05:22,paint,Paint Shop,1573.42,190.46,83.68,366.61,188.81,1045,red
2025-11-13 00:05:22,powertrain,Powertrain Assembly,723.73,33.3,86.55,168.63,86.85,1081,red
2025-11-13 00:05:22,logistics,Logistics,374.42,20.84,90.49,87.24,44.93,1130,red
2025-11-13 00:05:22,body_shop,Body Shop (BIW),1031.28,52.27,86.43,240.29,123.75,1079,red
2025-11-13 01:05:22,assembly,General Assembly,883.77,24.16,83.9,205.92,106.05,1071,red
2025-11-13 01:05:22,quality,Quality Control,458.31,21.76,95.49,106.79,55.0,1219,red
2025-11-13 01:05:22,paint,Paint Shop,1544.49,185.11,85.91,359.87,185.34,1097,red
2025-11-13 01:05:22,powertrain,Powertrain Assembly,703.47,37.25,87.86,163.91,84.42,1122,red
2025-11-13 01:05:22,logistics,Logistics,323.06,20.25,88.16,75.27,38.77,1126,amber
2025-11-13 01:05:22,body_shop,Body Shop (BIW),1024.29,53.11,89.4,238.66,122.92,1141,red
2025-11-13 01:05:22,stamping,Stamping Shop,582.1,62.94,88.31,135.63,69.85,1127,red
2025-11-13 02:05:22,assembly,General Assembly,877.29,25.05,86.07,204.41,105.27,1113,red
2025-11-13 02:05:22,body_shop,Body Shop (BIW),1104.62,55.25,86.96,257.38,132.55,1125,red
2025-11-13 02:05:22,paint,Paint Shop,1535.08,174.36,80.41,357.67,184.21,1040,red
2025-11-13 02:05:22,quality,Quality Control,424.39,22.86,91.36,98.88,50.93,1182,red
2025-11-13 02:05:22,powertrain,Powertrain Assembly,752.28,31.08,84.67,175.28,90.27,1095,red
2025-11-13 02:05:22,logistics,Logistics,365.73,20.78,87.63,85.21,43.89,1134,red
2025-11-13 02:05:22,stamping,Stamping Shop,613.35,59.67,90.31,142.91,73.6,1168,red
2025-11-13 03:05:22,stamping,Stamping Shop,565.02,64.91,90.92,131.65,67.8,1182,red
2025-11-13 03:05:22,quality,Quality Control,672.3073756704779,22.92,91.43,121.255442429911,47.07,1188,red
2025-11-13 03:05:22,assembly,General Assembly,863.74,26.12,85.88,201.25,103.65,1116,red
2025-11-13 03:05:22,paint,Paint Shop,1562.1,193.28,84.03,363.97,187.45,1092,red
2025-11-13 03:05:22,logistics,Logistics,366.67,19.56,86.94,85.43,44.0,1130,red
2025-11-13 03:05:22,body_shop,Body Shop (BIW),1023.92,54.21,86.34,238.57,122.87,1122,red
2025-11-13 03:05:22,powertrain,Powertrain Assembly,670.66,35.69,84.36,156.26,80.48,1096,amber
2025-11-13 04:05:22,logistics,Logistics,343.38,18.41,86.0,80.01,41.21,1113,amber
2025-11-13 04:05:22,stamping,Stamping Shop,590.81,62.34,89.91,137.66,70.9,1163,red
2025-11-13 04:05:22,quality,Quality Control,400.05,22.6,89.57,93.21,48.01,1159,red
2025-11-13 04:05:22,paint,Paint Shop,1432.85,174.57,69.89012386530752,333.85,171.94,1086,amber
2025-11-13 04:05:22,body_shop,Body Shop (BIW),944.18,51.85,83.38,219.99,113.3,1079,amber
2025-11-13 04:05:22,assembly,General Assembly,860.72,24.9,81.93,200.55,103.29,1060,red
2025-11-13 04:05:22,powertrain,Powertrain Assembly,654.18,44.95605827683048,88.87,152.42,78.5,1150,amber
2025-11-13 05:05:22,logistics,Logistics,341.71,20.53,94.28,79.62,41.01,1204,amber
2025-11-13 05:05:22,powertrain,Powertrain Assembly,686.1,33.8,86.21,159.86,82.33,1100,amber
2025-11-13 05:05:22,quality,Quality Control,363.28,23.5,91.19,84.64,43.59,1164,green
2025-11-13 05:05:22,body_shop,Body Shop (BIW),1012.36,52.59,85.54,235.88,121.48,1092,red
2025-11-13 05:05:22,paint,Paint Shop,1538.39,188.43,82.36,358.44,184.61,1051,red
2025-11-13 05:05:22,stamping,Stamping Shop,563.27,64.56,86.53,131.24,67.59,1105,red
2025-11-13 05:05:22,assembly,General Assembly,849.21,23.8,86.11,197.87,101.91,1099,amber
2025-11-13 06:05:22,paint,Paint Shop,1570.87,191.9,82.14,366.01,188.5,1026,red
2025-11-13 06:05:22,stamping,Stamping Shop,577.64,67.69,88.72,134.59,69.32,1108,red
2025-11-13 06:05:22,body_shop,Body Shop (BIW),995.99,53.47,89.08,232.07,119.52,1112,amber
2025-11-13 06:05:22,powertrain,Powertrain Assembly,711.69,35.32,87.76,165.82,85.4,1096,red
2025-11-13 06:05:22,quality,Quality Control,414.09,21.4,94.83,96.48,49.69,1184,red
2025-11-13 06:05:22,assembly,General Assembly,855.16,24.89,83.45,199.25,102.62,1042,red
2025-11-13 06:05:22,logistics,Logistics,345.08,20.51,90.34,80.4,41.41,1128,amber
2025-11-13 07:05:22,paint,Paint Shop,1396.19,194.72,82.53,325.31,167.54,1000,amber
2025-11-13 07:05:22,quality,Quality Control,396.48,22.89,90.68,92.38,47.58,1099,amber
2025-11-13 07:05:22,logistics,Logistics,333.96,21.36,89.18,77.81,40.08,1080,amber
2025-11-13 07:05:22,assembly,General Assembly,772.26,25.93,83.62,179.94,92.67,1013,green
2025-11-13 07:05:22,body_shop,Body Shop (BIW),1000.9,56.79,85.56,233.21,120.11,1037,red
2025-11-13 07:05:22,powertrain,Powertrain Assembly,627.75,33.5,88.0,146.27,75.33,1066,green
2025-11-13 07:05:22,stamping,Stamping Shop,528.19,68.46,87.98,123.07,63.38,1066,amber
2025-11-13 08:05:22,powertrain,Powertrain Assembly,661.07,33.95,86.04,154.03,79.33,1003,amber
2025-11-13 08:05:22,body_shop,Body Shop (BIW),982.06,58.11,84.46,228.82,117.85,985,amber
2025-11-13 08:05:22,paint,Paint Shop,1401.27,201.74,83.94,326.5,168.15,979,amber
2025-11-13 08:05:22,logistics,Logistics,314.12,18.36,92.53,73.19,37.69,1079,green
2025-11-13 08:05:22,quality,Quality Control,398.33,22.94,91.0,92.81,47.8,1061,amber
2025-11-13 08:05:22,stamping,Stamping Shop,561.16,66.85,87.63,130.75,67.34,1022,amber
2025-11-13 08:05:22,assembly,General Assembly,810.66,24.16,85.53,188.88,97.28,997,amber
2025-11-13 09:05:22,body_shop,Body Shop (BIW),937.33,54.37,89.59,218.4,112.48,998,amber
2025-11-13 09:05:22,paint,Paint Shop,1307.38,179.81,81.64,304.62,156.89,910,green
2025-11-13 09:05:22,powertrain,Powertrain Assembly,598.37,33.87,91.07,139.42,71.8,1015,green
2025-11-13 09:05:22,logistics,Logistics,310.91,18.61,91.92,72.44,37.31,1024,green
2025-11-13 09:05:22,stamping,Stamping Shop,474.52,68.81,88.29,110.56,56.94,984,green
2025-11-13 09:05:22,assembly,General Assembly,751.04,25.89,83.6,174.99,90.12,931,green
2025-11-13 09:05:22,quality,Quality Control,347.7,27.298867461141093,92.59,81.01,41.72,1032,green
2025-11-13 10:05:22,logistics,Logistics,303.44,18.88,93.43,70.7,36.41,988,green
2025-11-13 10:05:22,stamping,Stamping Shop,474.04,71.8,94.7,110.45,56.88,1002,green
2025-11-13 10:05:22,paint,Paint Shop,1233.29,195.34,82.96,287.36,148.0,878,green
2025-11-13 10:05:22,body_shop,Body Shop (BIW),874.21,56.06,90.89,203.69,104.91,962,green
2025-11-13 10:05:22,quality,Quality Control,353.6,21.6,91.34,82.39,42.43,966,green
2025-11-13 10:05:22,powertrain,Powertrain Assembly,521.19,36.26,86.47,121.44,62.54,915,green
2025-11-13 10:05:22,assembly,General Assembly,703.92,23.02,87.08,164.01,84.47,921,green
2025-11-13 11:05:22,assembly,General Assembly,385.28,22.71,64.53984752219985,89.77,46.23,527,red
2025-11-13 11:05:22,paint,Paint Shop,685.99,179.97,81.12,159.84,82.32,500,green
2025-11-13 11:05:22,quality,Quality Control,203.22,22.11,93.29,47.35,24.39,575,green
2025-11-13 11:05:22,stamping,Stamping Shop,279.56,59.55,88.97,65.14,33.55,548,green
2025-11-13 11:05:22,powertrain,Powertrain Assembly,335.87,33.01,82.88,78.26,40.3,510,green
2025-11-13 11:05:22,logistics,Logistics,178.01,19.48,91.27,41.48,21.36,562,green
2025-11-13 11:05:22,body_shop,Body Shop (BIW),513.59,56.92,84.78,119.67,61.63,522,green
2025-11-13 12:05:22,paint,Paint Shop,677.18,181.2,80.82,157.78,81.26,453,green
2025-11-13 12:05:22,stamping,Stamping Shop,237.1,66.65,93.39,55.24,28.45,524,green
2025-11-13 12:05:22,logistics,Logistics,151.52,20.21,86.69,35.3,18.18,486,green
2025-11-13 12:05:22,body_shop,Body Shop (BIW),464.13,58.99,87.24,108.14,55.7,490,green
2025-11-13 12:05:22,powertrain,Powertrain Assembly,293.14,34.97,85.29,68.3,35.18,479,green
2025-11-13 12:05:22,assembly,General Assembly,385.66,24.4,86.15,89.86,46.28,483,green
2025-11-13 12:05:22,quality,Quality Control,181.21,20.6,92.44,42.22,21.75,519,green
2025-11-13 13:05:22,powertrain,Powertrain Assembly,367.73,34.66,86.75,85.68,44.13,523,green
2025-11-13 13:05:22,stamping,Stamping Shop,267.35,67.4,89.14,62.29,32.08,537,green
2025-11-13 13:05:22,assembly,General Assembly,464.17,26.06,87.67,108.15,55.7,528,green
2025-11-13 13:05:22,body_shop,Body Shop (BIW),483.76,55.76,85.68,112.72,58.05,516,green
2025-11-13 13:05:22,quality,Quality Control,193.94,21.69,94.57,45.19,23.27,570,green
2025-11-13 13:05:22,paint,Paint Shop,812.64,191.81,81.44,189.35,97.52,491,green
2025-11-13 13:05:22,logistics,Logistics,151.23,19.17,85.91,35.24,18.15,518,green
2025-11-13 14:05:22,body_shop,Body Shop (BIW),490.42,56.54,89.34,114.27,58.85,564,green
2025-11-13 14:05:22,logistics,Logistics,176.53,19.76,89.44,41.13,21.18,565,green
2025-11-13 14:05:22,assembly,General Assembly,426.3,27.14,87.54,99.33,51.16,553,green
2025-11-13 14:05:22,quality,Quality Control,207.32,21.91,92.95,48.3,24.88,587,green
2025-11-13 14:05:22,stamping,Stamping Shop,303.81,62.28,90.71,70.79,36.46,573,green
2025-11-13 14:05:22,paint,Paint Shop,733.29,177.18,81.19,170.86,88.0,513,green
2025-11-13 14:05:22,powertrain,Powertrain Assembly,349.54,36.03,85.08,81.44,41.95,537,green
2025-11-13 15:05:22,stamping,Stamping Shop,262.52,67.98,88.73,61.17,31.5,520,green
2025-11-13 15:05:22,powertrain,Powertrain Assembly,334.96,33.17,85.89,78.05,40.2,504,green
2025-11-13 15:05:22,body_shop,Body Shop (BIW),444.28,73.961032105587,84.8,103.52,53.31,497,green
2025-11-13 15:05:22,logistics,Logistics,171.75,19.85,92.77,40.02,20.61,544,green
2025-11-13 15:05:22,quality,Quality Control,182.67,21.79,93.7,42.56,21.92,550,green
2025-11-13 15:05:22,assembly,General Assembly,395.26,24.08,84.31,92.1,47.43,494,green
2025-11-13 15:05:22,paint,Paint Shop,647.04,180.93,83.45,150.76,77.64,489,green
2025-11-13 16:05:22,powertrain,Powertrain Assembly,350.61,35.64,88.69,81.69,42.07,532,green
2025-11-13 16:05:22,quality,Quality Control,194.95,20.19,67.70723735920346,45.42,23.39,533,red
2025-11-13 16:05:22,assembly,General Assembly,425.98,24.76,83.41,99.25,51.12,500,green
2025-11-13 16:05:22,paint,Paint Shop,693.29,178.13,82.36,161.54,83.19,494,green
2025-11-13 16:05:22,stamping,Stamping Shop,264.69,62.8,92.49,61.67,31.76,554,green
2025-11-13 16:05:22,logistics,Logistics,167.51,20.22,89.15,39.03,20.1,534,green
2025-11-13 16:05:22,body_shop,Body Shop (BIW),468.46,52.72,84.74,109.15,56.22,508,green
2025-11-13 17:05:22,stamping,Stamping Shop,234.84,62.48,94.5,54.72,28.18,537,green
2025-11-13 17:05:22,body_shop,Body Shop (BIW),460.0,52.4,89.12,107.18,55.2,506,green
2025-11-13 17:05:22,quality,Quality Control,167.4,20.93,93.66,39.0,20.09,532,green
2025-11-13 17:05:22,paint,Paint Shop,689.62,189.8,82.92,160.68,82.75,471,green
2025-11-13 17:05:22,powertrain,Powertrain Assembly,308.54,33.19,85.25,71.89,37.02,484,green
2025-11-13 17:05:22,assembly,General Assembly,370.03,23.98,85.23,86.22,44.4,484,green
2025-11-13 17:05:22,logistics,Logistics,162.84,21.98,88.17,37.94,19.54,501,green
2025-11-13 18:05:22,logistics,Logistics,198.34,21.14,91.03,46.21,23.8,623,green
2025-11-13 18:05:22,powertrain,Powertrain Assembly,378.16,34.67,88.39,88.11,45.38,605,green
2025-11-13 18:05:22,paint,Paint Shop,766.57,177.49,80.31,178.61,91.99,550,green
2025-11-13 18:05:22,stamping,Stamping Shop,290.37,63.44,90.11,67.66,34.84,617,green
2025-11-13 18:05:22,quality,Quality Control,216.4,22.86,93.24,50.42,25.97,638,green
2025-11-13 18:05:22,body_shop,Body Shop (BIW),526.83,56.22,89.54,122.75,63.22,613,green
2025-11-13 18:05:22,assembly,General Assembly,475.39,24.98,85.87,110.77,57.05,588,green
2025-11-13 19:05:22,stamping,Stamping Shop,456.46,59.94,85.13,106.35,54.77,851,green
2025-11-13 19:05:22,paint,Paint Shop,1171.56,190.73,81.97,272.97,140.59,819,green
2025-11-13 19:05:22,body_shop,Body Shop (BIW),740.97,54.37,89.86,172.65,88.92,898,green
2025-11-13 19:05:22,quality,Quality Control,321.66,20.61,92.59,74.95,38.6,925,green
2025-11-13 19:05:22,logistics,Logistics,278.06,22.02,86.69,64.79,33.37,866,green
2025-11-13 19:05:22,assembly,General Assembly,727.09,31.365922169406502,83.9,169.41,87.25,838,green
2025-11-13 19:05:22,powertrain,Powertrain Assembly,550.18,33.89,88.44,128.19,66.02,884,green
2025-11-13 20:05:22,body_shop,Body Shop (BIW),807.15,57.87,85.93,188.06,96.86,909,green
2025-11-13 20:05:22,paint,Paint Shop,1144.62,173.7,86.25,266.7,137.35,912,green
2025-11-13 20:05:22,stamping,Stamping Shop,457.02,69.66,87.22,106.49,54.84,923,green
2025-11-13 20:05:22,powertrain,Powertrain Assembly,580.97,33.85,87.63,135.37,69.72,927,green
2025-11-13 20:05:22,quality,Quality Control,357.75,21.68,96.15,83.36,42.93,1017,green
2025-11-13 20:05:22,assembly,General Assembly,674.85,26.16,85.4,157.24,80.98,903,green
2025-11-13 20:05:22,logistics,Logistics,265.17,18.83,90.37,61.78,31.82,956,green
2025-11-13 21:05:22,body_shop,Body Shop (BIW),880.64,53.53,88.38,205.19,105.68,985,green
2025-11-13 21:05:22,stamping,Stamping Shop,516.98,65.73,87.35,120.46,62.04,973,green
2025-11-13 21:05:22,powertrain,Powertrain Assembly,632.82,35.76,89.08,147.45,75.94,993,amber
2025-11-13 21:05:22,logistics,Logistics,326.65,20.3,88.53,76.11,39.2,986,amber
2025-11-13 21:05:22,quality,Quality Control,357.33,21.75,94.6,83.26,42.88,1054,green
2025-11-13 21:05:22,paint,Paint Shop,1350.55,176.61,81.22,314.68,162.07,905,green
2025-11-13 21:05:22,assembly,General Assembly,760.09,26.27,65.68715654458761,177.1,91.21,981,red
2025-11-13 22:05:22,body_shop,Body Shop (BIW),1004.9,54.97,85.89,234.14,120.59,1002,red
2025-11-13 22:05:22,assembly,General Assembly,767.05,26.08,88.28,178.72,92.05,1029,green
2025-11-13 22:05:22,stamping,Stamping Shop,553.35,67.11,92.93,128.93,66.4,1084,amber
2025-11-13 22:05:22,logistics,Logistics,333.29,21.0,92.73,77.66,39.99,1081,amber
2025-11-13 22:05:22,paint,Paint Shop,1447.34,191.21,85.93,337.23,173.68,1002,amber
2025-11-13 22:05:22,quality,Quality Control,343.81,21.57,91.79,80.11,41.26,1070,green
2025-11-13 22:05:22,powertrain,Powertrain Assembly,618.0,37.38,90.4,143.99,74.16,1054,green
2025-11-13 23:05:22,logistics,Logistics,351.93,18.95,90.11,82.0,42.23,1092,red
2025-11-13 23:05:22,paint,Paint Shop,1447.39,177.4,82.8,337.24,173.69,1003,amber
2025-11-13 23:05:22,body_shop,Body Shop (BIW),931.85,51.33,88.85,217.12,111.82,1076,amber
2025-11-13 23:05:22,assembly,General Assembly,822.61,24.28,89.28,191.67,98.71,1082,amber
2025-11-13 23:05:22,powertrain,Powertrain Assembly,670.26,36.29,86.3,156.17,80.43,1046,amber
2025-11-13 23:05:22,quality,Quality Control,428.57,22.15,94.06,99.86,51.43,1140,red
2025-11-13 23:05:22,stamping,Stamping Shop,547.06,61.63,88.77,127.46,65.65,1075,amber
2025-11-14 00:05:22,paint,Paint Shop,1399.24,190.63,82.46,326.02,167.91,1030,amber
2025-11-14 00:05:22,assembly,General Assembly,858.05,24.39,86.71,199.93,102.97,1083,red
2025-11-14 00:05:22,quality,Quality Control,401.86,22.33,93.93,93.63,48.22,1173,red
2025-11-14 00:05:22,stamping,Stamping Shop,576.17,64.91,95.04,134.25,69.14,1187,red
2025-11-14 00:05:22,body_shop,Body Shop (BIW),1043.39,51.97,90.61,243.11,125.21,1132,red
2025-11-14 00:05:22,powertrain,Powertrain Assembly,682.31,37.83,87.68,158.98,81.88,1095,amber
2025-11-14 00:05:22,logistics,Logistics,340.14,20.68,97.76,79.25,40.82,1221,amber
2025-11-14 01:05:22,logistics,Logistics,349.08,20.77,89.33,81.34,41.89,1140,amber
2025-11-14 01:05:22,quality,Quality Control,422.04,22.83,94.67,98.34,50.64,1209,red
2025-11-14 01:05:22,body_shop,Body Shop (BIW),975.99,53.52,72.14964209540948,227.4,117.12,1086,amber
2025-11-14 01:05:22,powertrain,Powertrain Assembly,754.58,36.57,87.43,175.82,90.55,1116,red
2025-11-14 01:05:22,paint,Paint Shop,1420.29,180.73,84.8,330.93,170.43,1083,amber
2025-11-14 01:05:22,stamping,Stamping Shop,610.97,68.54,89.16,142.36,73.32,1138,red
2025-11-14 01:05:22,assembly,General Assembly,919.74,24.09,87.57,214.3,110.37,1118,red
2025-11-14 02:05:22,body_shop,Body Shop (BIW),1074.87,58.7,83.02,250.45,128.98,1074,red
2025-11-14 02:05:22,logistics,Logistics,377.25,21.07,91.45,87.9,45.27,1183,red
2025-11-14 02:05:22,stamping,Stamping Shop,591.96,68.26,86.99,137.93,71.03,1125,red
2025-11-14 02:05:22,quality,Quality Control,386.07,22.64,90.08,89.95,46.33,1165,amber
2025-11-14 02:05:22,powertrain,Powertrain Assembly,727.75,36.29,90.01,169.57,87.33,1164,red
2025-11-14 02:05:22,assembly,General Assembly,945.39,25.74,86.89,220.28,113.45,1124,red
2025-11-14 02:05:22,paint,Paint Shop,1396.4,195.99,83.93,325.36,167.57,1086,amber
2025-11-14 03:05:22,stamping,Stamping Shop,620.49,71.18,91.82,144.57,74.46,1193,red
2025-11-14 03:05:22,assembly,General Assembly,829.34,24.0,82.53,193.24,99.52,1072,amber
2025-11-14 03:05:22,paint,Paint Shop,1652.95,180.06,78.94,385.14,198.35,1026,red
2025-11-14 03:05:22,powertrain,Powertrain Assembly,736.72,34.54,88.41,171.66,88.41,1149,red
2025-11-14 03:05:22,logistics,Logistics,354.07,20.19,90.76,82.5,42.49,1179,red
2025-11-14 03:05:22,body_shop,Body Shop (BIW),1092.67,55.93,89.93,254.59,131.12,1169,red
2025-11-14 03:05:22,quality,Quality Control,431.87,22.33,88.4,100.63,51.82,1149,red
2025-11-14 04:05:22,quality,Quality Control,418.69,21.44,93.45,97.55,50.24,1209,red
2025-11-14 04:05:22,stamping,Stamping Shop,562.54,71.9,86.24,131.07,67.5,1116,red
2025-11-14 04:05:22,powertrain,Powertrain Assembly,725.55,35.42,84.28,169.05,87.07,1090,red
2025-11-14 04:05:22,logistics,Logistics,315.15,20.27,93.06,73.43,37.82,1204,green
2025-11-14 04:05:22,assembly,General Assembly,901.66,31.99389480734869,84.42,210.09,108.2,1092,red
2025-11-14 04:05:22,body_shop,Body Shop (BIW),1033.99,57.35,87.68,240.92,124.08,1134,red
2025-11-14 04:05:22,paint,Paint Shop,1622.59,197.58,85.62,378.06,194.71,1108,red
2025-11-14 05:05:22,logistics,Logistics,336.82,21.9,91.52,78.48,40.42,1168,amber
2025-11-14 05:05:22,stamping,Stamping Shop,546.66,63.3,86.11,127.37,65.6,1099,amber
2025-11-14 05:05:22,quality,Quality Control,440.87,24.04,90.96,102.72,52.9,1161,red
